Timestamp,Admit Status,Ethnicity/Race ,"Are you a historically Underrepresented Ethnic Minority (URM)? [i.e. Black/African-American, Latinx/Chicanx, Filipinx, Native American/Indigenous, or Pacific Islander/Native Hawaiian]",Do you identify with being differently-abled or as a Disabled Student Program (DSP) student?,Gender,Sexual Orientation,"Do you identify as a historically underrepresented gender or sexuality [i.e. Cisgender Woman, Gender Queer, Gender Non-Conforming, Non-Binary, Transgender Man, Transgender Woman, Asexual, Androphilia, BI-Curious, Bisual, Gray Asexualtiy, Gynephilia, Homosexual, Non-Heterosexual, Pansexual, Polysexual, Queer, Etc.]",Current Year ,What Are You Majoring in?,How Many Majors Are You Planning?,How Many Minors Are You Planning?,Socioeconomic Class,Club/Student Organization Involvement,Club Participation per Week,"When Joining Clubs/Student Organizations, Did You Have Any Knowledge in the Clubs'/Student Organizations' Subject Matter?",How Would You Rate the Climate of Clubs/Student Organizations at BERKELEY?,How Would You Rate the Climate of Clubs/Student Organizations YOU ARE IN?,How Would You Rate the Inclusiveness of Clubs/Student Organizations at BERKELEY? ,How Would You Rate the Inclusiveness of the Clubs/Student Organizations that YOU ARE IN? ,Do You Feel Welcome at Berkeley?,Do You Feel as if You Are Part of the Berkeley Community?,Do You Feel as if You Are Part of the Berkeley Engineering Community?,Do You Feel Safe at Berkeley?
5/1/2020 19:57:42,Fall Admit - Freshmen,"Latinx/Chicanx, White/Caucasian",Yes,No,Cisgender Man,Heterosexual,No,Sophmore (Undergraduate),Bioengineering,Double Major,One Minor,"Upper Class (>$200,000)",3 - 4 Clubs/Student Organizations,2 - 3 Hours,I Had Some Knowledge of the Subject Matter. (16 - 50%),5,5,4,5,5,5,5,5
5/1/2020 20:26:02,Fall Admit - Freshmen,South Asian,No,No,Cisgender Man,Heterosexual,No,Freshman (Undergraduate),Electrical Engineering and Computer Science,Single Major,No Minors,"Upper Class (>$200,000)",1 - 2 Club(s)/Student Organization(s),6 - 7 Hours,I Had an Intermediate Amount of Knowledge of the Subject Matter. (51 - 80%),3,5,3,5,5,5,5,5
5/2/2020 14:59:05,Fall Admit - Freshmen,East Asian,No,No,Cisgender Man,Heterosexual,No,Senior (Undergraduate),"Data Science, Economics",Double Major,One Minor,"Middle Class ($99,000 to $149,999)",3 - 4 Clubs/Student Organizations,7 - 8 Hours,I Had Some Knowledge of the Subject Matter. (16 - 50%),2,4,2,5,4,4,4,2
5/2/2020 15:09:24,Fall Admit - Freshmen,South Asian,No,No,Cisgender Woman,Heterosexual,No,Sophmore (Undergraduate),"Business, Electrical Engineering and Computer Science",Double Major,No Minors,"Upper Class (>$200,000)",1 - 2 Club(s)/Student Organization(s),5 - 6 Hours,I Had Some Knowledge of the Subject Matter. (16 - 50%),3,5,3,5,5,5,5,5
5/2/2020 15:38:52,Fall Admit - Freshmen,Decline to say,Decline to say,Decline to say,Decline to say,Decline to say,Decline to say,Sophmore (Undergraduate),Computer Science,Single Major,No Minors,"Middle Class ($99,000 to $149,999)",1 - 2 Club(s)/Student Organization(s),More Than 8 Hours,I Had an Intermediate Amount of Knowledge of the Subject Matter. (51 - 80%),2,5,3,5,5,3,3,3
5/2/2020 16:03:56,Fall Admit - Freshmen,White/Caucasian,No,No,Cisgender Woman,Heterosexual,No,Freshman (Undergraduate),Electrical Engineering and Computer Science,Single Major,No Minors,"Middle Class ($99,000 to $149,999)",1 - 2 Club(s)/Student Organization(s),6 - 7 Hours,I Had an Intermediate Amount of Knowledge of the Subject Matter. (51 - 80%),4,4,4,4,4,4,4,4
5/2/2020 20:19:26,Fall Admit - Freshmen,South-East Asian,Yes,No,Cisgender Man,Heterosexual,No,Freshman (Undergraduate),"Data Science, Economics",Double Major,No Minors,"Middle Class ($99,000 to $149,999)",1 - 2 Club(s)/Student Organization(s),5 - 6 Hours,I Had an Intermediate Amount of Knowledge of the Subject Matter. (51 - 80%),5,5,5,5,5,5,5,4
5/2/2020 20:25:54,Fall Admit - Freshmen,South-East Asian,Yes,No,Cisgender Woman,Heterosexual,Yes,Freshman (Undergraduate),Chemical Engineering,Single Major,One Minor,"Middle Class ($99,000 to $149,999)",1 - 2 Club(s)/Student Organization(s),2 - 3 Hours,I Had an Intermediate Amount of Knowledge of the Subject Matter. (51 - 80%),4,4,4,4,4,4,4,3
5/2/2020 21:14:07,Fall Admit - Freshmen,Pacific Islander/Native Hawaiian,Yes,No,Transgender Woman,Heterosexual,No,Senior (Undergraduate),Molecular and Cellular Biology,Single Major,No Minors,"Middle Class ($99,000 to $149,999)",1 - 2 Club(s)/Student Organization(s),2 - 3 Hours,I Had an Intermediate Amount of Knowledge of the Subject Matter. (51 - 80%),4,4,4,4,4,4,4,4
5/2/2020 21:20:45,Fall Admit - Freshmen,South-East Asian,Yes,No,Cisgender Man,Heterosexual,No,Freshman (Undergraduate),Political Science,Double Major,No Minors,"Working Class ($45,000 to $98,999)",3 - 4 Clubs/Student Organizations,4 - 5 Hours,I Had Some Knowledge of the Subject Matter. (16 - 50%),4,5,5,3,5,5,5,5
5/2/2020 22:37:10,Fall Admit - Transfer/ReEntry,South-East Asian,Yes,No,Cisgender Man,Heterosexual,No,Junior (Undergraduate),Integrative Biology,Single Major,One Minor,"Middle Class ($99,000 to $149,999)",1 - 2 Club(s)/Student Organization(s),3 - 4 Hours,I Had Some Knowledge of the Subject Matter. (16 - 50%),3,5,3,5,4,4,3,4
5/3/2020 0:32:08,Fall Admit - Freshmen,"South-East Asian, Filipinx",Yes,No,Cisgender Woman,Heterosexual,Yes,Senior (Undergraduate),Data Science,Single Major,No Minors,"Working Class ($45,000 to $98,999)",1 - 2 Club(s)/Student Organization(s),3 - 4 Hours,I Had an Intermediate Amount of Knowledge of the Subject Matter. (51 - 80%),3,4,4,4,3,3,3,3
5/3/2020 1:17:07,Fall Admit - Freshmen,South Asian,No,No,Cisgender Man,Heterosexual,No,Freshman (Undergraduate),"Computer Science, Mathematics",Double Major,No Minors,"Middle Class ($99,000 to $149,999)",1 - 2 Club(s)/Student Organization(s),1 - 2 Hours,"No, I Didn't Know Any of the Subject Matter. (0-15%)",3,4,4,4,4,4,4,5
5/3/2020 11:20:17,Fall Admit - Transfer/ReEntry,White/Caucasian,No,No,Decline to say,Heterosexual,No,Sophmore (Undergraduate),Civil and Environmental Engineering,Single Major,One Minor,"Upper Class (>$200,000)",3 - 4 Clubs/Student Organizations,4 - 5 Hours,I Had Some Knowledge of the Subject Matter. (16 - 50%),5,5,3,5,2,2,4,1
5/3/2020 19:45:59,Fall Admit - Freshmen,South-East Asian,Yes,No,Cisgender Man,Heterosexual,No,Sophmore (Undergraduate),"Data Science, Applied Mathematics",Double Major,One Minor,Decline to say,1 - 2 Club(s)/Student Organization(s),3 - 4 Hours,I Had Some Knowledge of the Subject Matter. (16 - 50%),3,5,2,5,4,4,4,3
5/3/2020 19:47:44,Fall Admit - Freshmen,"South-East Asian, Pacific Islander/Native Hawaiian",Yes,No,Cisgender Woman,Heterosexual,Yes,Senior (Undergraduate),"Mathematics, Astrophysics",Double Major,Two Minors,"Working Class ($45,000 to $98,999)",1 - 2 Club(s)/Student Organization(s),4 - 5 Hours,I Had an Intermediate Amount of Knowledge of the Subject Matter. (51 - 80%),3,4,2,4,3,3,1,2
5/3/2020 19:55:27,Fall Admit - Freshmen,Decline to say,No,No,Cisgender Man,Heterosexual,No,Sophmore (Undergraduate),"Business, Electrical Engineering and Computer Science",Double Major,No Minors,"Upper Class (>$200,000)",3 - 4 Clubs/Student Organizations,More Than 8 Hours,I Had Some Knowledge of the Subject Matter. (16 - 50%),4,4,4,4,4,4,4,2
5/3/2020 19:58:26,Fall Admit - Freshmen,Decline to say,No,No,Decline to say,Decline to say,No,Freshman (Undergraduate),Computer Science,Single Major,No Minors,Decline to say,1 - 2 Club(s)/Student Organization(s),5 - 6 Hours,I Had an Intermediate Amount of Knowledge of the Subject Matter. (51 - 80%),2,4,2,5,5,,,
5/3/2020 20:08:03,Fall Admit - Freshmen,South-East Asian,Yes,No,Cisgender Woman,Heterosexual,Yes,Freshman (Undergraduate),"Data Science, Economics",Double Major,No Minors,"Upper Class (>$200,000)",1 - 2 Club(s)/Student Organization(s),3 - 4 Hours,I Had an Intermediate Amount of Knowledge of the Subject Matter. (51 - 80%),4,5,4,4,4,4,2,4
5/3/2020 20:14:24,Fall Admit - Freshmen,South-East Asian,Yes,No,Cisgender Man,Heterosexual,No,Freshman (Undergraduate),Electrical Engineering and Computer Science,Single Major,One Minor,Decline to say,1 - 2 Club(s)/Student Organization(s),3 - 4 Hours,I Had an Intermediate Amount of Knowledge of the Subject Matter. (51 - 80%),5,5,5,5,5,5,5,4
5/3/2020 20:19:29,Fall Admit - Freshmen,East Asian,No,No,Cisgender Woman,Bisexual,Yes,Junior (Undergraduate),Data Science,Single Major,One Minor,"Middle Class ($99,000 to $149,999)",1 - 2 Club(s)/Student Organization(s),5 - 6 Hours,"No, I Didn't Know Any of the Subject Matter. (0-15%)",3,5,3,5,4,4,2,3
5/3/2020 21:15:54,Fall Admit - Freshmen,South Asian,No,No,Male ,Heterosexual,No,Junior (Undergraduate),Electrical Engineering and Computer Science,Single Major,One Minor,"Middle Class ($99,000 to $149,999)",1 - 2 Club(s)/Student Organization(s),4 - 5 Hours,I Had an Intermediate Amount of Knowledge of the Subject Matter. (51 - 80%),3,3,3,3,3,3,3,3
5/3/2020 21:18:04,Fall Admit - Transfer/ReEntry,Latinx/Chicanx,Yes,Yes,Woman,Heterosexual,No,5th year (Master's),Electrical Engineering and Computer Science,Single Major,No Minors,"Working Class ($45,000 to $98,999)",1 - 2 Club(s)/Student Organization(s),Less Than 1 Hour,I Had an Intermediate Amount of Knowledge of the Subject Matter. (51 - 80%),5,5,5,5,5,4,4,5
5/3/2020 21:18:30,Fall Admit - Freshmen,South Asian,No,No,Cisgender Woman,Decline to say,No,Sophmore (Undergraduate),,Single Major,Two Minors,Decline to say,1 - 2 Club(s)/Student Organization(s),1 - 2 Hours,I Had Some Knowledge of the Subject Matter. (16 - 50%),,,,,,,,
5/3/2020 21:20:57,Fall Admit - Freshmen,South Asian,No,No,Cisgender Man,Heterosexual,No,Junior (Undergraduate),Electrical Engineering and Computer Science,Single Major,No Minors,"Middle Class ($99,000 to $149,999)",1 - 2 Club(s)/Student Organization(s),1 - 2 Hours,I Had an Intermediate Amount of Knowledge of the Subject Matter. (51 - 80%),4,5,5,5,4,3,4,5
5/3/2020 21:28:09,Fall Admit - Freshmen,Latinx/Chicanx,Yes,No,Cisgender Man,Heterosexual,No,Senior (Undergraduate),Cognitive Science,Single Major,One Minor,"Middle Class ($99,000 to $149,999)",1 - 2 Club(s)/Student Organization(s),4 - 5 Hours,I Had Some Knowledge of the Subject Matter. (16 - 50%),5,5,3,3,5,5,5,5
5/3/2020 21:28:56,Fall Admit - Freshmen,Decline to say,Decline to say,Decline to say,Decline to say,Decline to say,No,Freshman (Undergraduate),"Business, Computer Science, Data Science, Mathematics",More Than Triple Major,No Minors,Decline to say,3 - 4 Clubs/Student Organizations,2 - 3 Hours,I Had an Intermediate Amount of Knowledge of the Subject Matter. (51 - 80%),5,5,5,5,5,5,5,3
5/3/2020 21:34:29,Fall Admit - Freshmen,East Asian,No,No,Cisgender Man,Heterosexual,No,Freshman (Undergraduate),Computer Science,Double Major,One Minor,Decline to say,1 - 2 Club(s)/Student Organization(s),3 - 4 Hours,"Yes, I Was Basically an Expert in the Subject Matter. (81- 100%)",4,4,4,4,4,4,4,4
5/3/2020 21:45:44,Fall Admit - Freshmen,South Asian,No,No,Non-Binary,Asexual,Yes,Freshman (Undergraduate),Computer Science,Double Major,No Minors,"Middle Class ($99,000 to $149,999)",3 - 4 Clubs/Student Organizations,5 - 6 Hours,I Had Some Knowledge of the Subject Matter. (16 - 50%),4,4,4,4,4,4,4,4
5/3/2020 21:51:05,Fall Admit - Transfer/ReEntry,South Asian,No,No,Cisgender Man,Heterosexual,No,Sophmore (Undergraduate),"Computer Science, Mathematics",Double Major,No Minors,"New Money ($150,000 to $199,999)",1 - 2 Club(s)/Student Organization(s),3 - 4 Hours,I Had Some Knowledge of the Subject Matter. (16 - 50%),3,5,1,4,4,3,3,4
5/3/2020 22:54:04,Fall Admit - Freshmen,South Asian,No,No,Cisgender Man,Heterosexual,No,Junior (Undergraduate),Electrical Engineering and Computer Science,Single Major,No Minors,"Upper Class (>$200,000)",1 - 2 Club(s)/Student Organization(s),2 - 3 Hours,I Had Some Knowledge of the Subject Matter. (16 - 50%),5,5,5,5,4,4,5,4
5/4/2020 0:02:41,Fall Admit - Freshmen,White/Caucasian,No,No,Cisgender Woman,Heterosexual,Yes,5+ year,Computer Science,Double Major,No Minors,"Working Poor ($20,000 to $44,999)",1 - 2 Club(s)/Student Organization(s),3 - 4 Hours,"No, I Didn't Know Any of the Subject Matter. (0-15%)",5,5,5,5,5,5,5,5
5/4/2020 0:30:53,Fall Admit - Freshmen,South Asian,No,No,Cisgender Woman,Heterosexual,Yes,Freshman (Undergraduate),Computer Science,Single Major,No Minors,Decline to say,No Clubs/Student Organizations,4 - 5 Hours,,2,5,,,5,5,5,3
5/4/2020 1:20:43,Fall Admit - Freshmen,White/Caucasian,No,Yes,Cisgender Man,Decline to say,No,Junior (Undergraduate),Philosophy,Single Major,No Minors,Decline to say,1 - 2 Club(s)/Student Organization(s),3 - 4 Hours,I Had Some Knowledge of the Subject Matter. (16 - 50%),4,4,4,4,4,2,1,3
5/4/2020 3:07:50,Fall Admit - Transfer/ReEntry,White/Caucasian,No,Yes,Cisgender Woman,Bisexual,Yes,Senior (Undergraduate),Cognitive Science,Double Major,No Minors,"Working Class ($45,000 to $98,999)",1 - 2 Club(s)/Student Organization(s),7 - 8 Hours,I Had Some Knowledge of the Subject Matter. (16 - 50%),5,5,2,5,3,2,1,4
5/4/2020 11:25:04,Fall Admit - Freshmen,South Asian,No,No,Cisgender Man,Heterosexual,No,Freshman (Undergraduate),Electrical Engineering and Computer Science,Single Major,No Minors,"Working Class ($45,000 to $98,999)",1 - 2 Club(s)/Student Organization(s),3 - 4 Hours,I Had an Intermediate Amount of Knowledge of the Subject Matter. (51 - 80%),4,5,3,5,4,4,4,4
5/4/2020 17:17:07,Fall Admit - Freshmen,South-East Asian,No,No,Cisgender Woman,Heterosexual,No,Freshman (Undergraduate),Civil and Environmental Engineering,Single Major,One Minor,"New Money ($150,000 to $199,999)",1 - 2 Club(s)/Student Organization(s),3 - 4 Hours,I Had Some Knowledge of the Subject Matter. (16 - 50%),4,5,3,5,5,5,5,4
5/4/2020 17:21:56,Fall Admit - Freshmen,White/Caucasian,No,No,Cisgender Woman,Bisexual,Yes,Senior (Undergraduate),Energy Engineering,Single Major,No Minors,"Middle Class ($99,000 to $149,999)",1 - 2 Club(s)/Student Organization(s),2 - 3 Hours,"No, I Didn't Know Any of the Subject Matter. (0-15%)",4,5,5,5,5,5,5,5
5/4/2020 17:57:31,Fall Admit - Freshmen,White/Caucasian,No,Yes,Cisgender Woman,Bisexual,Yes,5+ year,Civil and Environmental Engineering,Single Major,No Minors,"Upper Class (>$200,000)",3 - 4 Clubs/Student Organizations,5 - 6 Hours,I Had Some Knowledge of the Subject Matter. (16 - 50%),4,4,4,5,5,5,5,4
5/5/2020 20:42:47,Fall Admit - Freshmen,White/Caucasian,No,No,Cisgender Man,Heterosexual,No,Sophmore (Undergraduate),Electrical Engineering and Computer Science,Single Major,No Minors,"Upper Class (>$200,000)",1 - 2 Club(s)/Student Organization(s),3 - 4 Hours,"Yes, I Was Basically an Expert in the Subject Matter. (81- 100%)",4,5,5,5,5,4,5,5
7/1/2020 20:08:59,Fall Admit - Freshmen,East Asian,No,No,Cisgender Man,Heterosexual,No,Senior (Undergraduate),Computer Science,Double Major,No Minors,"New Money ($150,000 to $199,999)",1 - 2 Club(s)/Student Organization(s),3 - 4 Hours,I Had an Intermediate Amount of Knowledge of the Subject Matter. (51 - 80%),2,5,1,3,3,4,4,2
7/1/2020 20:18:57,Fall Admit - Freshmen,South-East Asian,No,No,Cisgender Man,Heterosexual,No,Junior (Undergraduate),"Computer Science, Data Science",Double Major,No Minors,"Upper Class (>$200,000)",1 - 2 Club(s)/Student Organization(s),3 - 4 Hours,I Had an Intermediate Amount of Knowledge of the Subject Matter. (51 - 80%),2,4,3,4,4,3,4,4
7/1/2020 21:32:32,Fall Admit - Freshmen,East Asian,No,No,Cisgender Man,Heterosexual,No,Senior (Undergraduate),Computer Science,Double Major,No Minors,"Working Class ($45,000 to $98,999)",1 - 2 Club(s)/Student Organization(s),5 - 6 Hours,I Had an Intermediate Amount of Knowledge of the Subject Matter. (51 - 80%),4,3,5,5,5,5,5,3
7/1/2020 21:36:43,Spring Admit - Freshmen,Mixed (South Asian + White),No,No,Straight Woman,Decline to say,Decline to say,Senior (Undergraduate),Computer Science,Single Major,No Minors,"Middle Class ($99,000 to $149,999)",1 - 2 Club(s)/Student Organization(s),More Than 8 Hours,"Yes, I Was Basically an Expert in the Subject Matter. (81- 100%)",5,5,5,5,5,5,5,5
7/1/2020 23:35:17,Fall Admit - Freshmen,East Asian,No,No,Cisgender Man,Heterosexual,No,Senior (Undergraduate),Computer Science,Double Major,No Minors,"Upper Class (>$200,000)",1 - 2 Club(s)/Student Organization(s),1 - 2 Hours,I Had an Intermediate Amount of Knowledge of the Subject Matter. (51 - 80%),5,5,4,4,5,5,5,5
7/2/2020 0:44:02,Fall Admit - Freshmen,East Asian,Decline to say,No,Cisgender Man,Heterosexual,No,5th year (Master's),Electrical Engineering and Computer Science,Single Major,No Minors,"Upper Class (>$200,000)",More Than 4 Clubs/Student Organizations,More Than 8 Hours,I Had Some Knowledge of the Subject Matter. (16 - 50%),5,5,4,5,5,5,5,5
7/8/2020 19:32:16,Fall Admit - Freshmen,East Asian,No,No,Cisgender Woman,Heterosexual,No,Junior (Undergraduate),Computer Science,Single Major,One Minor,"Upper Class (>$200,000)",1 - 2 Club(s)/Student Organization(s),5 - 6 Hours,I Had Some Knowledge of the Subject Matter. (16 - 50%),3,4,2,4,5,5,4,2
7/23/2020 13:15:52,Fall Admit - Freshmen,East Asian,No,No,Cisgender Woman,Heterosexual,Yes,Senior (Undergraduate),Computer Science,Single Major,One Minor,Decline to say,1 - 2 Club(s)/Student Organization(s),2 - 3 Hours,I Had an Intermediate Amount of Knowledge of the Subject Matter. (51 - 80%),3,4,2,2,4,4,4,2
8/1/2020 22:31:06,Fall Admit - Freshmen,White/Caucasian,No,No,Decline to say,Decline to say,Yes,Senior (Undergraduate),"Computer Science, Theatre and Performance Studies",Double Major,No Minors,Decline to say,1 - 2 Club(s)/Student Organization(s),2 - 3 Hours,I Had an Intermediate Amount of Knowledge of the Subject Matter. (51 - 80%),,,,,,,,
8/1/2020 22:43:03,Fall Admit - Freshmen,White/Caucasian,No,No,Non-Binary,"Asexual, Queer",Yes,Senior (Undergraduate),"Cognitive Science, Mathematics",Double Major,No Minors,"Middle Class ($99,000 to $149,999)",3 - 4 Clubs/Student Organizations,3 - 4 Hours,,,,,,,,,
8/6/2020 11:28:03,Fall Admit - Transfer/ReEntry,Latinx/Chicanx,Yes,No,Cisgender Woman,Heterosexual,No,Senior (Undergraduate),Chemical Engineering,Single Major,No Minors,"Working Class ($45,000 to $98,999)",1 - 2 Club(s)/Student Organization(s),4 - 5 Hours,I Had Some Knowledge of the Subject Matter. (16 - 50%),4,4,3,4,4,4,4,4
8/6/2020 21:33:19,Fall Admit - Freshmen,Latinx/Chicanx,Yes,No,female,Heterosexual,No,Senior (Undergraduate),Environmental Economics and Policy ,Single Major,One Minor,"Middle Class ($99,000 to $149,999)",1 - 2 Club(s)/Student Organization(s),6 - 7 Hours,I Had Some Knowledge of the Subject Matter. (16 - 50%),2,5,2,4,2,2,4,5
8/7/2020 12:08:48,Fall Admit - Freshmen,White/Caucasian,No,No,Cisgender Woman,Bisexual,No,Senior (Undergraduate),Civil and Environmental Engineering,Single Major,One Minor,"New Money ($150,000 to $199,999)",1 - 2 Club(s)/Student Organization(s),2 - 3 Hours,I Had Some Knowledge of the Subject Matter. (16 - 50%),4,5,2,3,5,5,5,5
8/20/2020 14:21:49,Fall Admit - Freshmen,East Asian,No,No,Cisgender Woman,Heterosexual,No,Junior (Undergraduate),Civil and Environmental Engineering,Single Major,No Minors,"Middle Class ($99,000 to $149,999)",1 - 2 Club(s)/Student Organization(s),2 - 3 Hours,I Had Some Knowledge of the Subject Matter. (16 - 50%),4,4,4,5,4,4,4,3
8/23/2020 9:27:46,Fall Admit - Freshmen,South Asian,No,No,Cisgender Woman,Bisexual,Yes,Sophmore (Undergraduate),"Data Science, Statistics",Double Major,No Minors,"New Money ($150,000 to $199,999)",3 - 4 Clubs/Student Organizations,7 - 8 Hours,I Had Some Knowledge of the Subject Matter. (16 - 50%),5,5,5,5,5,5,3,4
8/23/2020 9:41:21,Fall Admit - Transfer/ReEntry,South Asian,No,No,Decline to say,Heterosexual,No,Junior (Undergraduate),"Data Science, Mathematics",Double Major,No Minors,"Middle Class ($99,000 to $149,999)",1 - 2 Club(s)/Student Organization(s),3 - 4 Hours,I Had an Intermediate Amount of Knowledge of the Subject Matter. (51 - 80%),4,5,4,5,4,4,4,5
8/23/2020 11:24:04,Fall Admit - Transfer/ReEntry,White/Caucasian,No,No,Cisgender Woman,Heterosexual,Yes,Senior (Undergraduate),Data Science,Single Major,No Minors,"Working Class ($45,000 to $98,999)",1 - 2 Club(s)/Student Organization(s),1 - 2 Hours,I Had an Intermediate Amount of Knowledge of the Subject Matter. (51 - 80%),5,5,3,5,4,2,1,5
8/23/2020 12:39:44,Spring Admit - Freshmen,East Asian,No,No,Cisgender Man,Heterosexual,No,Senior (Undergraduate),"Computer Science, Data Science",Double Major,No Minors,"Middle Class ($99,000 to $149,999)",1 - 2 Club(s)/Student Organization(s),More Than 8 Hours,I Had Some Knowledge of the Subject Matter. (16 - 50%),4,5,2,2,5,5,3,4
8/23/2020 14:26:12,Fall Admit - Transfer/ReEntry,East Asian,No,No,Cisgender Man,Heterosexual,No,Junior (Undergraduate),"Computer Science, Mathematics",Double Major,No Minors,"Working Class ($45,000 to $98,999)",3 - 4 Clubs/Student Organizations,5 - 6 Hours,I Had Some Knowledge of the Subject Matter. (16 - 50%),3,4,4,4,4,4,3,3
8/23/2020 19:19:49,Fall Admit - Freshmen,South-East Asian,No,No,Cisgender Man,Heterosexual,No,Sophmore (Undergraduate),Computer Science,Double Major,No Minors,Decline to say,1 - 2 Club(s)/Student Organization(s),6 - 7 Hours,I Had Some Knowledge of the Subject Matter. (16 - 50%),2,5,3,5,3,4,4,4
8/24/2020 0:21:47,Fall Admit - Freshmen,East Asian,No,No,Decline to say,Heterosexual,No,Sophmore (Undergraduate),"Data Science, Economics",Double Major,No Minors,Decline to say,1 - 2 Club(s)/Student Organization(s),4 - 5 Hours,"No, I Didn't Know Any of the Subject Matter. (0-15%)",5,5,5,5,5,5,5,5
8/25/2020 5:21:15,Fall Admit - Freshmen,South Asian,No,No,Cisgender Man,Heterosexual,No,Sophmore (Undergraduate),"Computer Science, Physics",Double Major,No Minors,"Working Class ($45,000 to $98,999)",1 - 2 Club(s)/Student Organization(s),2 - 3 Hours,I Had Some Knowledge of the Subject Matter. (16 - 50%),3,4,3,5,4,4,3,3
8/25/2020 11:48:57,Fall Admit - Freshmen,"Latinx/Chicanx, White/Caucasian",No,Yes,non-binary woman,Queer,Yes,Senior (Undergraduate),Data Science,Single Major,No Minors,"Working Class ($45,000 to $98,999)",1 - 2 Club(s)/Student Organization(s),2 - 3 Hours,I Had an Intermediate Amount of Knowledge of the Subject Matter. (51 - 80%),5,5,3,4,4,3,2,4
9/2/2020 11:18:59,Fall Admit - Freshmen,East Asian,No,No,Cisgender Man,Heterosexual,No,Senior (Undergraduate),Electrical Engineering and Computer Science,Single Major,No Minors,"Upper Class (>$200,000)",1 - 2 Club(s)/Student Organization(s),1 - 2 Hours,I Had Some Knowledge of the Subject Matter. (16 - 50%),4,4,3,3,5,5,5,4
9/2/2020 11:33:52,Fall Admit - Freshmen,East Asian,No,No,Cisgender Man,Heterosexual,No,Senior (Undergraduate),"Business, Computer Science",Double Major,No Minors,"Upper Class (>$200,000)",1 - 2 Club(s)/Student Organization(s),2 - 3 Hours,I Had an Intermediate Amount of Knowledge of the Subject Matter. (51 - 80%),3,4,3,4,4,4,4,4
9/2/2020 11:39:30,Fall Admit - Transfer/ReEntry,East Asian,No,No,Cisgender Woman,Bi-Curious,Yes,Senior (Undergraduate),Data Science,Single Major,One Minor,"Middle Class ($99,000 to $149,999)",1 - 2 Club(s)/Student Organization(s),2 - 3 Hours,I Had an Intermediate Amount of Knowledge of the Subject Matter. (51 - 80%),2,3,2,3,3,3,4,4
9/2/2020 14:44:57,Fall Admit - Freshmen,South-East Asian,No,No,Cisgender Woman,Heterosexual,No,Senior (Undergraduate),Computer Science,Single Major,No Minors,"Working Class ($45,000 to $98,999)",1 - 2 Club(s)/Student Organization(s),5 - 6 Hours,I Had Some Knowledge of the Subject Matter. (16 - 50%),3,4,3,3,5,5,5,4
9/2/2020 15:07:08,Fall Admit - Freshmen,East Asian,No,No,Cisgender Man,Heterosexual,No,Senior (Undergraduate),Mechanical Engineering,Single Major,No Minors,"Middle Class ($99,000 to $149,999)",1 - 2 Club(s)/Student Organization(s),More Than 8 Hours,I Had Some Knowledge of the Subject Matter. (16 - 50%),5,5,4,4,5,5,5,5
9/2/2020 18:51:01,Fall Admit - Freshmen,East Asian,No,No,Cisgender Man,Heterosexual,No,Junior (Undergraduate),Mechanical Engineering,Single Major,Two Minors,"Upper Class (>$200,000)",1 - 2 Club(s)/Student Organization(s),1 - 2 Hours,I Had Some Knowledge of the Subject Matter. (16 - 50%),4,5,4,5,5,5,4,4
9/2/2020 19:02:42,Fall Admit - Freshmen,East Asian,No,No,Man,Heterosexual,No,Junior (Undergraduate),Civil and Environmental Engineering,Single Major,No Minors,"Working Class ($45,000 to $98,999)",1 - 2 Club(s)/Student Organization(s),More Than 8 Hours,I Had Some Knowledge of the Subject Matter. (16 - 50%),3,4,2,3,4,4,5,2
9/2/2020 21:36:18,Fall Admit - Freshmen,East Asian,No,No,Cisgender Woman,Heterosexual,No,Sophmore (Undergraduate),Mechanical Engineering,Single Major,One Minor,Decline to say,No Clubs/Student Organizations,0 Hours,"No, I Didn't Know Any of the Subject Matter. (0-15%)",4,4,4,4,4,4,4,3
9/3/2020 18:49:26,Fall Admit - Transfer/ReEntry,White/Caucasian,No,Decline to say,Cisgender Man,Heterosexual,No,Junior (Undergraduate),Bioengineering,Single Major,One Minor,"Middle Class ($99,000 to $149,999)",3 - 4 Clubs/Student Organizations,4 - 5 Hours,I Had an Intermediate Amount of Knowledge of the Subject Matter. (51 - 80%),5,5,5,5,5,5,5,5
9/3/2020 19:23:53,Fall Admit - Transfer/ReEntry,South-East Asian,No,No,Cisgender Man,Heterosexual,No,Senior (Undergraduate),Electrical Engineering and Computer Science,Single Major,No Minors,"Working Poor ($20,000 to $44,999)",1 - 2 Club(s)/Student Organization(s),6 - 7 Hours,I Had Some Knowledge of the Subject Matter. (16 - 50%),4,4,2,3,4,4,4,3
9/4/2020 10:17:01,Fall Admit - Freshmen,East Asian,No,No,Cisgender Woman,Heterosexual,Yes,Senior (Undergraduate),"Electrical Engineering and Computer Science, Engineering Physics",Double Major,No Minors,"Upper Class (>$200,000)",3 - 4 Clubs/Student Organizations,4 - 5 Hours,I Had an Intermediate Amount of Knowledge of the Subject Matter. (51 - 80%),4,5,3,5,5,5,5,5
